P47870-Q16445,4COF-1VRY,DB00231,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P35916-P17948,3WZD-3WZD,DB09078,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P28472-P14867,4COF-5OSA,DB00231,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P28472-P47870,4COF-4COF,DB00231,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P28472-P14867,4COF-5OSA,DB00231,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P28472-P47869,4COF-5O8F,DB00231,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
P28472-P48169,4COF-1VRY,DB00231,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P28472-P47869,4COF-5O8F,DB00231,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
P28472-P48169,4COF-1VRY,DB00231,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
Q13224-Q8TCU5,5FXH-2RC8,DB01520,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q14957-Q13224,3OEN-5FXH,DB01520,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q14957-O60391,3OEN-2RCA,DB01520,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q14957-Q8TCU5,3OEN-2RC8,DB01520,N/A,N/A,N/A,N/A,N/A,N/A,N/A
O60391-Q13224,2RCA-5FXH,DB01520,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q8TCU5-O60391,2RC8-2RCA,DB01520,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P30542-Q14432,5UEN-1SO2,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P30542-P27815,5UEN-2QYK,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P30542-Q92769,5UEN-4LY1,DB00277,Identity:124/1384(9.0%),N/A,N/A,N/A,N/A,N/A,N/A
P30542-P29275,5UEN-5MZJ,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P30542-P29274,5UEN-5MZJ,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P29275-P30542,5VRA-5UEN,DB00277,Identity:251/772(32.5%),N/A,N/A,N/A,N/A,N/A,N/A
P29275-Q14432,5VRA-1SO2,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P29275-P27815,5VRA-2QYK,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P29275-Q92769,5VRA-4LY1,DB00277,Identity:49/1310(3.7%),N/A,N/A,N/A,N/A,N/A,N/A
P29275-P29275,5VRA-5MZJ,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P29275-P29274,5VRA-5MZJ,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q14432-P27815,1SO2-2QYK,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q14432-Q92769,1SO2-4LY1,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q14432-P29275,1SO2-5MZJ,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q14432-P29274,1SO2-5MZJ,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q07343-P30542,4KP6-5UEN,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q07343-P29275,4KP6-5VRA,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q07343-Q14432,4KP6-1SO2,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q07343-Q92769,4KP6-4LY1,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q07343-P29274,4KP6-5MZJ,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P27815-Q07343,2QYK-4KP6,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P27815-Q92769,2QYK-4LY1,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P27815-P29275,2QYK-5MZJ,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P17948-P35968,3WZD-3WZD,DB09078,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q14654-P14867,6BAA-5OSA,DB01154,Identity:327/6915(4.7%),N/A,N/A,N/A,N/A,N/A,N/A
Q14654-Q15842,6BAA-6BAA,DB01154,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q15842-P14867,6BAA-5OSA,DB01154,Identity:327/6915(4.7%),N/A,N/A,N/A,N/A,N/A,N/A
P47869-P48169,5O8F-1VRY,DB00599,Identity:394/2444(16.1%),N/A,N/A,N/A,N/A,N/A,N/A
P48169-Q16445,1VRY-1VRY,DB00599,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P48169-P14867,1VRY-5OSA,DB00599,Identity:385/1779(21.6%),N/A,N/A,N/A,N/A,N/A,N/A
Q16445-P47869,1VRY-5O8F,DB00599,Identity:394/2444(16.1%),N/A,N/A,N/A,N/A,N/A,N/A
P14867-P47869,5OSA-5O8F,DB00599,Identity:834/2392(34.9%),N/A,N/A,N/A,N/A,N/A,N/A
P14867-Q16445,5OSA-1VRY,DB00599,Identity:385/1779(21.6%),N/A,N/A,N/A,N/A,N/A,N/A
P35462-P35367,3PBL-3RZE,DB13025,Identity:255/863(29.5%),N/A,N/A,N/A,N/A,N/A,N/A
P35462-P18825,3PBL-1HLL,DB13025,Identity:14/855(1.6%),N/A,N/A,N/A,N/A,N/A,N/A
P18825-P35367,1HLL-3RZE,DB13025,Identity:12/428(2.8%),N/A,N/A,N/A,N/A,N/A,N/A
P23219-P35354,1Q4G-5F19,DB01600,Identity:702/1106(63.5%),N/A,N/A,N/A,N/A,N/A,N/A
P08588-P07550,2RH1-2R4R,DB00373,Identity:202/879(23.0%),N/A,N/A,N/A,N/A,N/A,N/A
P07550-P08588,2R4R-3D4S,DB00373,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P07550-P07550,2R4R-3D4S,DB00373,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P18825-P18089,1HLL-1HLL,DB00697,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P52333-P23458,3PJC-4L00,DB08895,Identity:76/590(12.9%),N/A,N/A,N/A,N/A,N/A,N/A
P23458-P52333,4L00-3LXK,DB08895,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P20309-P11229,4U15-5CXV,DB01036,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
P20309-P08912,4U15-4U15,DB01036,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P27338-P27338,1S3E-1S3E,DB00182,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P11229-P08912,5CXV-4U15,DB01036,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
P11229-P08172,5CXV-4MQS,DB01036,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P08912-P08172,4U15-4MQS,DB01036,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
P08173-P20309,4MQS-4U15,DB01036,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
P08173-P11229,4MQS-5CXV,DB01036,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P08173-P08912,4MQS-4U15,DB01036,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
P08172-P20309,4MQS-4U15,DB01036,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
P08172-P08173,4MQS-4MQS,DB01036,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P35498-P39086,1BYY-3FV1,DB00273,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P39086-P14867,3FV1-5OSA,DB00273,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P14867-P35498,5OSA-1BYY,DB00273,Identity:36/1589(2.3%),N/A,N/A,N/A,N/A,N/A,N/A
P14867-P35498,5OSA-1BYY,DB00273,Identity:36/1589(2.3%),N/A,N/A,N/A,N/A,N/A,N/A
P14867-P39086,5OSA-3FV1,DB00273,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P14867-P14867,5OSA-5OSA,DB00273,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P31645-P35372,5I6X-5C1M,DB00193,Identity:131/1009(13.0%),N/A,N/A,N/A,N/A,N/A,N/A
P35968-P35916,3WZD-3WZD,DB09078,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P36507-Q02750,1S9I-3VVH,DB08911,Identity:506/884(57.2%),N/A,N/A,N/A,N/A,N/A,N/A
P27338-P21397,1S3E-2BXR,DB00752,Identity:663/993(66.8%),N/A,N/A,N/A,N/A,N/A,N/A
P08908-P31645,1HLL-5I6X,DB00656,Identity:11/976(1.1%),N/A,N/A,N/A,N/A,N/A,N/A
P28702-P48443,5HJP-3FC6,DB00755,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P13631-P28702,1DSZ-5HJP,DB00755,Identity:7/1078(0.6%),N/A,N/A,N/A,N/A,N/A,N/A
P47869-Q16445,5O8F-1VRY,DB00897,Identity:394/2444(16.1%),N/A,N/A,N/A,N/A,N/A,N/A
P47869-P18505,5O8F-4COF,DB00897,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
P47869-P28472,5O8F-4COF,DB00897,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
P47869-P47870,5O8F-4COF,DB00897,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
P47869-P47869,5O8F-5O8F,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P48169-P47869,1VRY-5O8F,DB00897,Identity:394/2444(16.1%),N/A,N/A,N/A,N/A,N/A,N/A
P48169-Q16445,1VRY-1VRY,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P48169-P14867,1VRY-5OSA,DB00897,Identity:385/1779(21.6%),N/A,N/A,N/A,N/A,N/A,N/A
P48169-P47870,1VRY-4COF,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P48169-P14867,1VRY-5OSA,DB00897,Identity:385/1779(21.6%),N/A,N/A,N/A,N/A,N/A,N/A
P48169-P48169,1VRY-1VRY,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P48169-P47870,1VRY-4COF,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
Q16445-P14867,1VRY-5OSA,DB00897,Identity:385/1779(21.6%),N/A,N/A,N/A,N/A,N/A,N/A
Q16445-P47870,1VRY-4COF,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
Q16445-P48169,1VRY-1VRY,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q16445-Q16445,1VRY-1VRY,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q16445-P47870,1VRY-4COF,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P14867-P47869,5OSA-5O8F,DB00897,Identity:834/2392(34.9%),N/A,N/A,N/A,N/A,N/A,N/A
P14867-P18505,5OSA-4COF,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P14867-P28472,5OSA-4COF,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P14867-P14867,5OSA-5OSA,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P14867-P47869,5OSA-5O8F,DB00897,Identity:834/2392(34.9%),N/A,N/A,N/A,N/A,N/A,N/A
P14867-Q16445,5OSA-1VRY,DB00897,Identity:385/1779(21.6%),N/A,N/A,N/A,N/A,N/A,N/A
P14867-P47870,5OSA-4COF,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P14867-P28472,5OSA-4COF,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P18505-P48169,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P18505-Q16445,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P18505-P47870,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P18505-P48169,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P18505-Q16445,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P18505-P28472,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P28472-P48169,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P28472-Q16445,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P28472-P18505,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P28472-P47870,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P28472-Q16445,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P28472-P18505,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P28472-P47870,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P28472-P28472,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P47870-P14867,4COF-5OSA,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P47870-P14867,4COF-5OSA,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P47870-Q16445,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P47870-P28472,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P14867-P47869,5OSA-5O8F,DB00897,Identity:834/2392(34.9%),N/A,N/A,N/A,N/A,N/A,N/A
P14867-Q16445,5OSA-1VRY,DB00897,Identity:385/1779(21.6%),N/A,N/A,N/A,N/A,N/A,N/A
P14867-P18505,5OSA-4COF,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P14867-P28472,5OSA-4COF,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P14867-P48169,5OSA-1VRY,DB00897,Identity:385/1779(21.6%),N/A,N/A,N/A,N/A,N/A,N/A
P14867-P28472,5OSA-4COF,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P47869-P48169,5O8F-1VRY,DB00897,Identity:394/2444(16.1%),N/A,N/A,N/A,N/A,N/A,N/A
P47869-Q16445,5O8F-1VRY,DB00897,Identity:394/2444(16.1%),N/A,N/A,N/A,N/A,N/A,N/A
P47869-P18505,5O8F-4COF,DB00897,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
P47869-P28472,5O8F-4COF,DB00897,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
P47869-P47870,5O8F-4COF,DB00897,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
P47869-P14867,5O8F-5OSA,DB00897,Identity:834/2392(34.9%),N/A,N/A,N/A,N/A,N/A,N/A
P47869-P18505,5O8F-4COF,DB00897,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
P47869-P28472,5O8F-4COF,DB00897,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
P48169-P47869,1VRY-5O8F,DB00897,Identity:394/2444(16.1%),N/A,N/A,N/A,N/A,N/A,N/A
P48169-P14867,1VRY-5OSA,DB00897,Identity:385/1779(21.6%),N/A,N/A,N/A,N/A,N/A,N/A
P48169-P28472,1VRY-4COF,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P48169-P47870,1VRY-4COF,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P48169-P47869,1VRY-5O8F,DB00897,Identity:394/2444(16.1%),N/A,N/A,N/A,N/A,N/A,N/A
P48169-P47870,1VRY-4COF,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P48169-P28472,1VRY-4COF,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
Q16445-P47869,1VRY-5O8F,DB00897,Identity:394/2444(16.1%),N/A,N/A,N/A,N/A,N/A,N/A
Q16445-P48169,1VRY-1VRY,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q16445-P14867,1VRY-5OSA,DB00897,Identity:385/1779(21.6%),N/A,N/A,N/A,N/A,N/A,N/A
Q16445-P47869,1VRY-5O8F,DB00897,Identity:394/2444(16.1%),N/A,N/A,N/A,N/A,N/A,N/A
Q16445-P48169,1VRY-1VRY,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Q16445-P18505,1VRY-4COF,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
Q16445-P28472,1VRY-4COF,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P18505-P47869,4COF-5O8F,DB00897,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
P18505-P48169,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P18505-Q16445,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P18505-P14867,4COF-5OSA,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P18505-P18505,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P18505-P47870,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P18505-P14867,4COF-5OSA,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P18505-P48169,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P18505-P28472,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P47870-P47869,4COF-5O8F,DB00897,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
P47870-P18505,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P47870-P47870,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P47870-P14867,4COF-5OSA,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P47870-P47869,4COF-5O8F,DB00897,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
P47870-Q16445,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P47870-P18505,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P28472-P47869,4COF-5O8F,DB00897,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
P28472-P48169,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P28472-Q16445,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
P28472-P47870,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P20309-P11229,4U15-5CXV,DB00505,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
P20309-P08172,4U15-4MQS,DB00505,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
P11229-P08172,5CXV-4MQS,DB00505,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P11229-P41595,5CXV-4IB4,DB00508,Identity:115/468(24.6%),N/A,N/A,N/A,N/A,N/A,N/A
P11229-P08172,5CXV-4MQS,DB00508,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
P08172-P41595,4MQS-4IB4,DB00508,Identity:89/508(17.5%),N/A,N/A,N/A,N/A,N/A,N/A
P43702-P43700,5EIX-2Y3P,DB00685,Identity:430/2837(15.2%),N/A,N/A,N/A,N/A,N/A,N/A
