113,unbound,Bromazepam,DB01558,Q16445,1VRY,62,2M6B,58,5O8F,50
123,unbound,Butalbital,DB00241,P48169,1VRY,62,2M6B,59,5O8F,52
124,unbound,Butalbital,DB00241,Q16445,1VRY,62,2M6B,58,5O8F,50
128,unbound,Butalbital,DB00241,P48169,1VRY,62,2M6B,59,5O8F,52
129,unbound,Butalbital,DB00241,Q16445,1VRY,62,2M6B,58,5O8F,50
131,unbound,Butethal,DB01353,P48169,1VRY,62,2M6B,59,5O8F,52
132,unbound,Butethal,DB01353,Q16445,1VRY,62,2M6B,58,5O8F,50
411,unbound,Flunitrazepam,DB01544,P48169,1VRY,62,2M6B,59,5O8F,52
413,unbound,Flunitrazepam,DB01544,Q16445,1VRY,62,2M6B,58,5O8F,50
415,unbound,Flurazepam,DB00690,P48169,1VRY,62,2M6B,59,5O8F,52
416,unbound,Flurazepam,DB00690,Q16445,1VRY,62,2M6B,58,5O8F,50
453,unbound,Heptabarbital,DB01354,P48169,1VRY,62,2M6B,59,5O8F,52
454,unbound,Heptabarbital,DB01354,Q16445,1VRY,62,2M6B,58,5O8F,50
463,unbound,Hexobarbital,DB01355,P48169,1VRY,62,2M6B,59,5O8F,52
464,unbound,Hexobarbital,DB01355,Q16445,1VRY,62,2M6B,58,5O8F,50
568,unbound,Meprobamate,DB00371,P48169,1VRY,62,2M6B,59,5O8F,52
569,unbound,Meprobamate,DB00371,Q16445,1VRY,62,2M6B,58,5O8F,50
573,unbound,Meprobamate,DB00371,P48169,1VRY,62,2M6B,59,5O8F,52
574,unbound,Meprobamate,DB00371,Q16445,1VRY,62,2M6B,58,5O8F,50
589,unbound,Metharbital,DB00463,P48169,1VRY,62,2M6B,59,5O8F,52
590,unbound,Metharbital,DB00463,Q16445,1VRY,62,2M6B,58,5O8F,50
594,unbound,Metharbital,DB00463,P48169,1VRY,62,2M6B,59,5O8F,52
595,unbound,Metharbital,DB00463,Q16445,1VRY,62,2M6B,58,5O8F,50
600,unbound,Methylphenobarbital,DB00849,P48169,1VRY,62,2M6B,59,5O8F,52
601,unbound,Methylphenobarbital,DB00849,Q16445,1VRY,62,2M6B,58,5O8F,50
625,unbound,Midazolam,DB00683,P48169,1VRY,62,2M6B,59,5O8F,52
626,unbound,Midazolam,DB00683,Q16445,1VRY,62,2M6B,58,5O8F,50
681,unbound,Nitrazepam,DB01595,P48169,1VRY,62,2M6B,59,5O8F,52
682,unbound,Nitrazepam,DB01595,Q16445,1VRY,62,2M6B,58,5O8F,50
713,unbound,Oxazepam,DB00842,P48169,1VRY,62,2M6B,59,5O8F,52
714,unbound,Oxazepam,DB00842,Q16445,1VRY,62,2M6B,58,5O8F,50
721,unbound,Oxazepam,DB00842,P48169,1VRY,62,2M6B,59,5O8F,52
722,unbound,Oxazepam,DB00842,Q16445,1VRY,62,2M6B,58,5O8F,50
757,unbound,Pentobarbital,DB00312,P48169,1VRY,62,2M6B,59,5O8F,52
758,unbound,Pentobarbital,DB00312,Q16445,1VRY,62,2M6B,58,5O8F,50
762,unbound,Pentobarbital,DB00312,P48169,1VRY,62,2M6B,59,5O8F,52
763,unbound,Pentobarbital,DB00312,Q16445,1VRY,62,2M6B,58,5O8F,50
799,unbound,Primidone,DB00794,P48169,1VRY,62,2M6B,59,5O8F,52
800,unbound,Primidone,DB00794,Q16445,1VRY,62,2M6B,58,5O8F,50
804,unbound,Primidone,DB00794,P48169,1VRY,62,2M6B,59,5O8F,52
805,unbound,Primidone,DB00794,Q16445,1VRY,62,2M6B,58,5O8F,50
849,unbound,Secobarbital,DB00418,P48169,1VRY,62,2M6B,59,5O8F,52
850,unbound,Secobarbital,DB00418,Q16445,1VRY,62,2M6B,58,5O8F,50
877,unbound,Talbutal,DB00306,P48169,1VRY,62,2M6B,59,5O8F,52
878,unbound,Talbutal,DB00306,Q16445,1VRY,62,2M6B,58,5O8F,50
882,unbound,Talbutal,DB00306,P48169,1VRY,62,2M6B,59,5O8F,52
883,unbound,Talbutal,DB00306,Q16445,1VRY,62,2M6B,58,5O8F,50
891,unbound,Temazepam,DB00231,P48169,1VRY,62,2M6B,59,5O8F,52
892,unbound,Temazepam,DB00231,Q16445,1VRY,62,2M6B,58,5O8F,50
899,unbound,Temazepam,DB00231,P48169,1VRY,62,2M6B,59,5O8F,52
900,unbound,Temazepam,DB00231,Q16445,1VRY,62,2M6B,58,5O8F,50
918,unbound,Thiopental,DB00599,P48169,1VRY,62,2M6B,59,5O8F,52
919,unbound,Thiopental,DB00599,Q16445,1VRY,62,2M6B,58,5O8F,50
952,unbound,Triazolam,DB00897,P48169,1VRY,62,2M6B,59,5O8F,52
953,unbound,Triazolam,DB00897,Q16445,1VRY,62,2M6B,58,5O8F,50
960,unbound,Triazolam,DB00897,P48169,1VRY,62,2M6B,59,5O8F,52
961,unbound,Triazolam,DB00897,Q16445,1VRY,62,2M6B,58,5O8F,50
622,unbound,Mibefradil,DB01388,P54284,1VYU,96,1VYT,96,1T0H,82
675,unbound,Nimodipine,DB00393,P54284,1VYU,96,1VYT,96,1T0H,82
987,unbound,Verapamil,DB00661,P54284,1VYU,96,1VYT,96,1T0H,82
254,unbound,Cycloserine,DB00260,Q9L888,1XFC,79,5FAG,45,5FAJ,45
48,bound,Lapatinib,DB01259,P04626,1XKK,78,3BBT,74,,0
49,bound,Lapatinib,DB01259,P00533,1XKK,96,3BBT,75,,0
19,bound,Cilomilast,DB03849,Q07343,1XLX,97,1XOM,85,,0
20,bound,Cilomilast,DB03849,Q08499,1XOM,99,1XLX,84,,0
41,unbound,Amdinocillin,DB01163,Q75Y35,1XP4,99,1TVF,32,3HUM,32
57,unbound,Ampicillin,DB00415,Q75Y35,1XP4,99,1TVF,32,3HUM,32
81,unbound,Azidocillin,DB08795,Q75Y35,1XP4,99,1TVF,32,3HUM,32
158,unbound,Cefadroxil,DB01140,Q75Y35,1XP4,99,1TVF,32,3HUM,32
163,unbound,Cefalotin,DB00456,Q75Y35,1XP4,99,1TVF,32,3HUM,32
178,unbound,Cefoxitin,DB01331,Q75Y35,1XP4,99,1TVF,32,3HUM,32
186,unbound,Ceftazidime,DB00438,Q75Y35,1XP4,99,1TVF,32,3HUM,32
194,unbound,Cephalexin,DB00567,Q75Y35,1XP4,99,1TVF,32,3HUM,32
198,unbound,Cephalosporin C,DB03313,Q75Y35,1XP4,99,1TVF,32,3HUM,32
252,unbound,Cyclacillin,DB01000,Q75Y35,1XP4,99,1TVF,32,3HUM,32
295,unbound,Dicloxacillin,DB00485,Q75Y35,1XP4,99,1TVF,32,3HUM,32
459,unbound,Hetacillin,DB00739,Q75Y35,1XP4,99,1TVF,32,3HUM,32
613,unbound,Meticillin,DB01603,Q75Y35,1XP4,99,1TVF,32,3HUM,32
646,unbound,Nafcillin,DB00607,Q75Y35,1XP4,99,1TVF,32,3HUM,32
709,unbound,Oxacillin,DB00713,Q75Y35,1XP4,99,1TVF,32,3HUM,32
782,unbound,Piperacillin,DB00319,Q75Y35,1XP4,99,1TVF,32,3HUM,32
159,unbound,Cefalotin,DB00456,P15555,1YQS,96,1PWG,96,1PWC,96
332,unbound,Dyphylline,DB00651,Q9NP56,1ZKL,69,3G3N,69,4PM0,67
461,unbound,Hexachlorophene,DB00756,O14521,1ZOY,70,3SFD,70,3AEF,70
1002,unbound,Zanamivir,DB00558,P06818,2AEP,94,2AEQ,94,2BAT,92
47,unbound,Amlodipine,DB00381,Q01668,2BE6,97,3OXQ,94,3G43,91
210,unbound,Cinnarizine,DB00568,Q01668,2BE6,97,3OXQ,94,3G43,91
388,unbound,Felodipine,DB01023,Q01668,2BE6,97,3OXQ,94,3G43,91
511,unbound,Isradipine,DB00270,Q01668,2BE6,97,3OXQ,94,3G43,91
623,unbound,Mibefradil,DB01388,Q01668,2BE6,97,3OXQ,94,3G43,91
666,unbound,Nicardipine,DB00622,Q01668,2BE6,97,3OXQ,94,3G43,91
669,unbound,Nifedipine,DB01115,Q01668,2BE6,97,3OXQ,94,3G43,91
676,unbound,Nimodipine,DB00393,Q01668,2BE6,97,3OXQ,94,3G43,91
679,unbound,Nisoldipine,DB00401,Q01668,2BE6,97,3OXQ,94,3G43,91
690,unbound,Nitrendipine,DB01054,Q01668,2BE6,97,3OXQ,94,3G43,91
988,unbound,Verapamil,DB00661,Q01668,2BE6,97,3OXQ,94,3G43,91
352,unbound,Ephedra,DB01363,P21397,2BXR,94,2BXS,94,2Z5Y,93
503,unbound,Isocarboxazid,DB01247,P21397,2BXR,94,2BXS,94,2Z5Y,93
587,unbound,Methamphetamine,DB01577,P21397,2BXR,94,2BXS,94,2Z5Y,93
635,unbound,Minaprine,DB00805,P21397,2BXR,94,2BXS,94,2Z5Y,93
638,unbound,MMDA,DB01442,P21397,2BXR,94,2BXS,94,2Z5Y,93
771,unbound,Phenelzine,DB00780,P21397,2BXR,94,2BXS,94,2Z5Y,93
774,unbound,Phentermine,DB00191,P21397,2BXR,94,2BXS,94,2Z5Y,93
946,unbound,Tranylcypromine,DB00752,P21397,2BXR,94,2BXS,94,2Z5Y,93
39,unbound,Amdinocillin,DB01163,Q8DR59,2C5W,98,2C6W,97,2ZC6,97
55,unbound,Ampicillin,DB00415,Q8DR59,2C5W,98,2C6W,97,2ZC6,97
79,unbound,Azidocillin,DB08795,Q8DR59,2C5W,98,2C6W,97,2ZC6,97
156,unbound,Cefadroxil,DB01140,Q8DR59,2C5W,98,2C6W,97,2ZC6,97
161,unbound,Cefalotin,DB00456,Q8DR59,2C5W,98,2C6W,97,2ZC6,97
170,unbound,Cefotaxime,DB00493,Q8DR59,2C5W,98,2C6W,97,2ZC6,97
175,unbound,Cefoxitin,DB01331,Q8DR59,2C5W,98,2C6W,97,2ZC6,97
183,unbound,Cefprozil,DB01150,Q04707,2C5W,98,2C6W,98,2ZC6,97
185,unbound,Ceftazidime,DB00438,Q8DR59,2C5W,98,2C6W,97,2ZC6,97
192,unbound,Cephalexin,DB00567,Q8DR59,2C5W,98,2C6W,97,2ZC6,97
196,unbound,Cephalosporin C,DB03313,Q8DR59,2C5W,98,2C6W,97,2ZC6,97
251,unbound,Cyclacillin,DB01000,Q8DR59,2C5W,98,2C6W,97,2ZC6,97
293,unbound,Dicloxacillin,DB00485,Q8DR59,2C5W,98,2C6W,97,2ZC6,97
457,unbound,Hetacillin,DB00739,Q8DR59,2C5W,98,2C6W,97,2ZC6,97
611,unbound,Meticillin,DB01603,Q8DR59,2C5W,98,2C6W,97,2ZC6,97
644,unbound,Nafcillin,DB00607,Q8DR59,2C5W,98,2C6W,97,2ZC6,97
707,unbound,Oxacillin,DB00713,Q8DR59,2C5W,98,2C6W,97,2ZC6,97
835,unbound,Regorafenib,DB08896,P42685,2DLY,86,2D8J,84,4CSV,61
975,unbound,Urokinase,DB00013,Q03405,2FD6,96,3BT2,96,1YWH,96
29,bound,Dasatinib,DB01254,P00519,2GQG,96,4XEY,96,4XLI,88
751,unbound,Penciclovir,DB00299,P04293,2GV9,89,1S5J,31,,0
980,unbound,Valaciclovir,DB00577,P04293,2GV9,89,1S5J,31,,0
664,unbound,Niacin,DB00627,P40261,2IIP,99,3ROD,99,5XVQ,97
555,unbound,Marimastat,DB00786,Q9H306,2JNP,61,1HFS,61,1USN,61
765,unbound,Pentolinium,DB01090,P30926,2K58,91,2KSR,85,2LM2,74
766,unbound,Pentolinium,DB01090,P32297,2K58,83,2LLY,74,5FJV,63
553,unbound,Marimastat,DB00786,O75900,2K72,84,1HV5,43,4XCT,41
532,unbound,Lidocaine,DB00281,Q15858,2KAV,95,1BYY,91,4JPZ,90
1008,unbound,Zonisamide,DB00909,Q15858,2KAV,95,1BYY,91,4JPZ,90
335,unbound,Ecabet,DB05265,Q8NFA2,2L73,97,1GD5,31,1KQ6,31
98,bound,Tretinoin,DB00755,P13631,2LBD,93,5UAN,83,4DM8,81
368,unbound,Eszopiclone,DB00402,P30536,2MGY,73,4UC3,36,4UC1,33
412,unbound,Flunitrazepam,DB01544,P30536,2MGY,73,4UC3,36,4UC1,33
514,unbound,Ketazolam,DB01587,P30536,2MGY,73,4UC3,36,4UC1,33
1000,unbound,Zaleplon,DB00962,P30536,2MGY,73,4UC3,36,4UC1,33
308,unbound,Docetaxel,DB01248,P11137,2MZ7,67,5O3L,67,5O3O,67
309,unbound,Docetaxel,DB01248,P27816,2MZ7,74,5O3L,61,5O3O,61
740,unbound,Paclitaxel,DB01229,P11137,2MZ7,67,5O3L,67,5O3O,67
741,unbound,Paclitaxel,DB01229,P27816,2MZ7,74,5O3L,61,5O3O,61
249,unbound,Cyanocobalamin,DB00115,Q99707,2O2K,99,4CCZ,98,3K13,64
476,unbound,Hydroxocobalamin,DB00200,Q99707,2O2K,99,4CCZ,98,3K13,64
0,bound,Acarbose,DB00284,O43451,2QMJ,99,3TOP,97,5NN8,43
288,unbound,Diclofenac,DB00586,P78348,2QTS,90,4NTW,90,4NTX,90
490,unbound,Icosapent,DB00159,P32418,2QVK,98,2QVM,98,2FWS,91
70,bound,Raloxifene,DB00481,P03372,2QXS,93,1ERR,93,2JFA,92
64,unbound,Apremilast,DB05676,P27815,2QYK,93,3I8V,93,3TVX,93
333,unbound,Dyphylline,DB00651,P27815,2QYK,93,3I8V,93,3TVX,93
345,unbound,Enprofylline,DB00824,P27815,2QYK,93,3I8V,93,3TVX,93
483,unbound,Ibudilast,DB05266,P27815,2QYK,93,3I8V,93,3TVX,93
728,unbound,Oxtriphylline,DB01303,P27815,2QYK,93,3I8V,93,3TVX,93
769,unbound,Pentoxifylline,DB00806,P27815,2QYK,93,3I8V,93,3TVX,93
912,unbound,Theophylline,DB00277,P27815,2QYK,93,3I8V,93,3TVX,93
37,unbound,Alprenolol,DB00866,P07550,2R4R,97,3SN6,96,3KJ6,96
154,unbound,Carteolol,DB00521,P07550,2R4R,97,3SN6,96,3KJ6,96
190,unbound,Celiprolol,DB04846,P07550,2R4R,97,3SN6,96,3KJ6,96
303,unbound,Dipivefrin,DB00449,P07550,2R4R,97,3SN6,96,3KJ6,96
329,unbound,Droxidopa,DB06262,P07550,2R4R,97,3SN6,96,3KJ6,96
349,unbound,Ephedra,DB01363,P07550,2R4R,97,3SN6,96,3KJ6,96
355,unbound,Epinephrine,DB00668,P07550,2R4R,97,3SN6,96,3KJ6,96
508,unbound,Isoprenaline,DB01064,P07550,2R4R,97,3SN6,96,3KJ6,96
521,unbound,Labetalol,DB00598,P07550,2R4R,97,3SN6,96,3KJ6,96
523,unbound,Levobunolol,DB01210,P07550,2R4R,97,3SN6,96,3KJ6,96
615,unbound,Metipranolol,DB01214,P07550,2R4R,97,3SN6,96,3KJ6,96
696,unbound,Norepinephrine,DB00368,P07550,2R4R,97,3SN6,96,3KJ6,96
750,unbound,Penbutolol,DB01359,P07550,2R4R,97,3SN6,96,3KJ6,96
858,unbound,Sotalol,DB00489,P07550,2R4R,97,3SN6,96,3KJ6,96
927,unbound,Timolol,DB00373,P07550,2R4R,97,3SN6,96,3KJ6,96
269,unbound,Dextromethorphan,DB00514,Q8TCU5,2RC8,97,2RC7,97,4KCD,97
371,unbound,Ethanol,DB00898,Q8TCU5,2RC8,97,2RC7,97,4KCD,97
375,unbound,Ethopropazine,DB00392,Q8TCU5,2RC8,97,2RC7,97,4KCD,97
384,unbound,Felbamate,DB00949,Q8TCU5,2RC8,97,2RC7,97,4KCD,97
562,unbound,Memantine,DB01043,Q8TCU5,2RC8,97,2RC7,97,4KCD,97
581,unbound,Methadone,DB00333,Q8TCU5,2RC8,97,2RC7,97,4KCD,97
